@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
88.33.55.4/1/0/4|88.33.55.4/1/0/4/1
10.0.36.73/0/1/2|10.0.36.73/0/1/2/3
10.0.36.77/1/3/2|10.0.36.77/1/3/2/1
12.122.72.115/0/0/4|12.122.72.115/0/0/4/2
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6037
10.0.8.122/1/1/1|10.0.8.122/1/1/1/1
12.122.72.115/2/0/0|12.122.72.115/2/0/0/7
10.0.36.72/2/1/2|10.0.36.72/2/1/2/2
12.82.0.55/5/0/2|12.82.0.55/5/0/2/11
149.9.0.128/1/1/2|149.9.0.128/1/1/2/0
143.0.24.195/1/0/0|143.0.24.195/1/0/0/6
12.80.72.11/5/0/2|12.80.72.11/5/0/2/5
12.123.80.27/2/0/3|12.123.80.27/2/0/3/6004
78.23.44.28/0/0/8|78.23.44.28/0/0/8/2
10.0.8.122/5/1/3|10.0.8.122/5/1/3/2
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6033
12.80.0.209/8/0/0|12.80.0.209/8/0/0/35
143.0.68.254/2/2/6|143.0.68.254/2/2/6/35
143.0.68.169/2/0/5|143.0.68.169/2/0/5/120
10.144.0.136/0/3/2|10.144.0.136/0/3/2/6007
10.0.40.4/0/0/8|10.0.40.4/0/0/8/1
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6004
10.0.40.33/1/0/4|10.0.40.33/1/0/4/2
143.0.68.168/2/0/1|143.0.68.168/2/0/1/70
149.9.0.6/0/0/0|149.9.0.6/0/0/0/8
149.8.0.22/0/0/1|149.8.0.22/0/0/1/7
10.0.36.73/1/1/6|10.0.36.73/1/1/6/1
10.0.36.75/8/2/5|10.0.36.75/8/2/5/12
10.0.40.7/4/0/4|10.0.40.7/4/0/4/5
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6008
149.4.64.5/0/0/2|149.4.64.5/0/0/2/3
149.4.64.5/1/3/6|149.4.64.5/1/3/6/1
149.4.64.5/9/2/0|149.4.64.5/9/2/0/2
143.0.68.212/0/0/5|143.0.68.212/0/0/5/6008
10.0.36.75/5/0/5|10.0.36.75/5/0/5/6
143.0.68.230/2/2/3|143.0.68.230/2/2/3/274
10.0.40.4/1/2/5|10.0.40.4/1/2/5/2
12.123.80.214/4/1/9|12.123.80.214/4/1/9/6005
12.122.72.115/1/3/0|12.122.72.115/1/3/0/3
12.123.80.84/0/1/2|12.123.80.84/0/1/2/12
12.122.72.115/1/3/7|12.122.72.115/1/3/7/3
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6040
10.144.0.137/3/3/7|10.144.0.137/3/3/7/158
149.0.3.138/0/0/1|149.0.3.138/0/0/1/7
10.0.36.7/5/0/0|10.0.36.7/5/0/0/1
143.0.68.247/4/2/4|143.0.68.247/4/2/4/6000
10.0.8.124/8/0/4|10.0.8.124/8/0/4/7
12.123.80.188/0/0/5|12.123.80.188/0/0/5/5
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6090
10.0.8.122/1/1/2|10.0.8.122/1/1/2/11
10.0.8.124/4/1/1|10.0.8.124/4/1/1/5
143.0.68.55/0/0/0|143.0.68.55/0/0/0/6004
12.123.80.214/0/0/8|12.123.80.214/0/0/8/6002
12.82.0.63/4/0/5|12.82.0.63/4/0/5/20
10.0.36.73/0/0/4|10.0.36.73/0/0/4/2
10.144.0.137/4/1/7|10.144.0.137/4/1/7/2301
149.4.64.5/9/2/3|149.4.64.5/9/2/3/1
10.0.40.4/1/1/3|10.0.40.4/1/1/3/2
10.0.32.64/0/0/1|10.0.32.64/0/0/1/1
12.122.72.115/3/2/0|12.122.72.115/3/2/0/2
8.8.0.148/1/0/7|8.8.0.148/1/0/7/11
150.0.0.150/1/0/2|150.0.0.150/1/0/2/9
12.123.80.116/2/0/6|12.123.80.116/2/0/6/13
12.80.72.33/0/3/3|12.80.72.33/0/3/3/38
10.0.36.72/2/0/2|10.0.36.72/2/0/2/4
149.0.3.222/5/0/7|149.0.3.222/5/0/7/31
10.0.36.7/1/0/1|10.0.36.7/1/0/1/2
10.144.0.62/9/1/7|10.144.0.62/9/1/7/2
149.9.0.6/0/0/0|149.9.0.6/0/0/0/7
10.0.36.21/9/3/3|10.0.36.21/9/3/3/1
72.44.12.28/0/1/8|72.44.12.28/0/1/8/0
78.23.44.28/0/2/2|78.23.44.28/0/2/2/56
72.44.12.29/0/1/8|72.44.12.29/0/1/8/1
10.204.244.2/GigabitEthernet0/2|10.204.244.2/GigabitEthernet0/2/1
149.9.0.14/2/0/1|149.9.0.14/2/0/1/7
149.4.64.1/4/0/0|149.4.64.1/4/0/0/1
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6026
78.23.44.28/0/1/9|78.23.44.28/0/1/9/2
143.0.68.239/2/0/0|143.0.68.239/2/0/0/4
10.144.0.154/2/0/5|10.144.0.154/2/0/5/6008
10.0.8.124/4/2/8|10.0.8.124/4/2/8/0
143.0.68.254/2/2/6|143.0.68.254/2/2/6/34
12.123.80.32/2/0/5|12.123.80.32/2/0/5/33
149.4.64.2/0/1/2|149.4.64.2/0/1/2/1
149.9.0.20/1/0/4|149.9.0.20/1/0/4/17
149.0.3.222/5/0/2|149.0.3.222/5/0/2/6006
143.0.24.92/1/1/0|143.0.24.92/1/1/0/6
12.123.68.1/2/1/3|12.123.68.1/2/1/3/2
10.0.36.75/11/1/0|10.0.36.75/11/1/0/1
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6031
143.0.68.244/7/0/0|143.0.68.244/7/0/0/6012
12.123.80.46/1/0/5|12.123.80.46/1/0/5/6003
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6002
10.144.0.65/0/1/0|10.144.0.65/0/1/0/84
143.0.68.168/2/0/5|143.0.68.168/2/0/5/38
12.80.72.110/0/0/1|12.80.72.110/0/0/1/3
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6033
12.123.80.214/0/0/2|12.123.80.214/0/0/2/3
143.0.24.162/5/2/0|143.0.24.162/5/2/0/11
143.0.24.6/0/0/2|143.0.24.6/0/0/2/7
10.0.40.7/3/1/1|10.0.40.7/3/1/1/19
10.0.36.7/11/1/0|10.0.36.7/11/1/0/1
143.0.24.168/2/2/0|143.0.24.168/2/2/0/102
10.0.40.4/0/0/5|10.0.40.4/0/0/5/1
143.0.68.244/1/0/0|143.0.68.244/1/0/0/6021
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6004
10.144.0.62/9/1/7|10.144.0.62/9/1/7/8
88.33.55.4/3/3/9|88.33.55.4/3/3/9/1
10.0.36.78/1/0/7|10.0.36.78/1/0/7/1
149.4.64.1/3/0/0|149.4.64.1/3/0/0/1
10.0.36.75/3/0/5|10.0.36.75/3/0/5/0
10.0.36.74/11/0/3|10.0.36.74/11/0/3/1
12.123.80.27/1/2/8|12.123.80.27/1/2/8/160
143.0.68.248/0/0/6|143.0.68.248/0/0/6/25
143.0.24.102/0/1/1|143.0.24.102/0/1/1/35
143.1.140.2/3/0/1|143.1.140.2/3/0/1/1
143.0.68.254/2/3/1|143.0.68.254/2/3/1/26
12.123.80.43/1/0/0|12.123.80.43/1/0/0/2
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6018
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6022
149.0.3.203/1/0/0|149.0.3.203/1/0/0/6007
12.80.0.208/9/0/0|12.80.0.208/9/0/0/86
143.0.24.98/1/1/6|143.0.24.98/1/1/6/53
12.123.80.27/1/1/3|12.123.80.27/1/1/3/77
143.0.68.212/0/0/1|143.0.68.212/0/0/1/46
10.144.0.113/0/2/0|10.144.0.113/0/2/0/77
10.0.36.76/2/0/4|10.0.36.76/2/0/4/1
12.80.72.121/4/3/4|12.80.72.121/4/3/4/3
10.0.36.3/1/0/6|10.0.36.3/1/0/6/1
12.123.80.214/1/0/1|12.123.80.214/1/0/1/6003
143.0.68.227/9/2/0|143.0.68.227/9/2/0/28
12.122.72.115/1/0/6|12.122.72.115/1/0/6/1
150.0.0.59/2/0/0|150.0.0.59/2/0/0/20
10.0.40.1/4/2/1|10.0.40.1/4/2/1/1
12.123.80.212/2/1/3|12.123.80.212/2/1/3/6002
149.0.3.156/0/0/2|149.0.3.156/0/0/2/10
10.144.0.61/10/0/1|10.144.0.61/10/0/1/5
10.144.0.147/5/2/1|10.144.0.147/5/2/1/6016
149.8.0.160/1/2/1|149.8.0.160/1/2/1/3
10.144.0.137/3/0/7|10.144.0.137/3/0/7/6001
10.0.36.73/0/1/9|10.0.36.73/0/1/9/1
149.0.3.138/4/0/0|149.0.3.138/4/0/0/30
10.0.36.73/1/0/9|10.0.36.73/1/0/9/1
149.0.3.222/5/2/1|149.0.3.222/5/2/1/87
143.1.140.2/1/0/0|143.1.140.2/1/0/0/3
10.144.0.137/1/0/7|10.144.0.137/1/0/7/6008
149.0.3.222/2/1/2|149.0.3.222/2/1/2/6004
143.1.140.2/5/3/3|143.1.140.2/5/3/3/1
12.80.0.208/2/1/0|12.80.0.208/2/1/0/7
12.82.0.55/5/1/1|12.82.0.55/5/1/1/31
143.0.68.68/0/0/9|143.0.68.68/0/0/9/25
12.122.72.115/4/2/1|12.122.72.115/4/2/1/3
143.0.68.254/2/2/3|143.0.68.254/2/2/3/20
12.122.72.115/4/3/1|12.122.72.115/4/3/1/1
12.123.80.125/2/0/5|12.123.80.125/2/0/5/8
10.0.36.73/0/1/1|10.0.36.73/0/1/1/1
10.0.34.15/3/0/7|10.0.34.15/3/0/7/1
10.0.36.21/5/3/1|10.0.36.21/5/3/1/3
143.0.24.148/4/0/9|143.0.24.148/4/0/9/54
10.144.0.61/10/0/0|10.144.0.61/10/0/0/7
10.0.38.95/1/0/0|10.0.38.95/1/0/0/3
12.80.84.10/0/0/0|12.80.84.10/0/0/0/3
10.144.0.61/10/0/5|10.144.0.61/10/0/5/3
149.0.3.64/0/0/3|149.0.3.64/0/0/3/1
12.80.72.27/0/0/2|12.80.72.27/0/0/2/3
143.0.68.247/4/2/4|143.0.68.247/4/2/4/6018
149.4.64.14/0/0/2|149.4.64.14/0/0/2/1
10.24.76.145/0/3/8|10.24.76.145/0/3/8/1
8.8.0.167/2/0/5|8.8.0.167/2/0/5/3
10.0.36.76/2/0/2|10.0.36.76/2/0/2/1
10.0.40.6/9/3/3|10.0.40.6/9/3/3/1
10.144.0.137/2/0/0|10.144.0.137/2/0/0/6001
10.0.40.7/7/0/3|10.0.40.7/7/0/3/1
150.0.0.201/1/0/1|150.0.0.201/1/0/1/7
143.0.68.169/2/2/0|143.0.68.169/2/2/0/80
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6005
12.123.80.60/0/0/0|12.123.80.60/0/0/0/3
149.0.3.128/5/0/0|149.0.3.128/5/0/0/6012
10.144.0.137/1/3/3|10.144.0.137/1/3/3/6005
10.0.40.4/3/2/4|10.0.40.4/3/2/4/1
10.0.40.4/3/2/6|10.0.40.4/3/2/6/1
10.0.32.65/2/0/0|10.0.32.65/2/0/0/1
10.24.76.145/0/0/7|10.24.76.145/0/0/7/1
10.0.8.124/4/3/2|10.0.8.124/4/3/2/3
12.123.80.188/0/0/5|12.123.80.188/0/0/5/6
10.0.36.5/0/3/8|10.0.36.5/0/3/8/7
10.0.8.122/1/1/1|10.0.8.122/1/1/1/14
10.0.8.124/8/0/4|10.0.8.124/8/0/4/9
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6063
10.0.40.4/1/1/9|10.0.40.4/1/1/9/2
10.0.40.32/4/1/2|10.0.40.32/4/1/2/1
12.122.72.115/1/1/3|12.122.72.115/1/1/3/1
12.80.0.207/0/1/3|12.80.0.207/0/1/3/146
150.0.0.213/2/0/7|150.0.0.213/2/0/7/13
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6059
143.0.68.254/2/3/1|143.0.68.254/2/3/1/25
12.123.80.197/0/0/1|12.123.80.197/0/0/1/6000
143.0.24.60/0/0/2|143.0.24.60/0/0/2/9
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6037
143.0.68.35/0/0/1|143.0.68.35/0/0/1/20
143.0.68.44/0/0/5|143.0.68.44/0/0/5/37
143.0.24.98/1/0/5|143.0.24.98/1/0/5/36
10.0.40.4/0/2/2|10.0.40.4/0/2/2/2
143.0.68.226/0/0/0|143.0.68.226/0/0/0/5
10.144.0.154/1/2/5|10.144.0.154/1/2/5/6000
12.82.0.53/4/0/2|12.82.0.53/4/0/2/13
12.82.0.55/4/0/2|12.82.0.55/4/0/2/37
10.0.36.78/3/0/3|10.0.36.78/3/0/3/1
12.82.0.62/1/1/1|12.82.0.62/1/1/1/24
143.0.24.102/0/0/9|143.0.24.102/0/0/9/30
10.0.40.4/2/0/5|10.0.40.4/2/0/5/15
8.8.0.118/0/0/2|8.8.0.118/0/0/2/12
8.8.0.154/3/1/0|8.8.0.154/3/1/0/11
12.82.0.55/5/0/5|12.82.0.55/5/0/5/16
143.0.68.170/1/0/7|143.0.68.170/1/0/7/6004
10.0.38.53/0/3/9|10.0.38.53/0/3/9/3
10.0.8.124/0/0/0|10.0.8.124/0/0/0/23
149.9.0.28/5/1/2|149.9.0.28/5/1/2/25
10.144.0.112/11/0/0|10.144.0.112/11/0/0/18
10.0.32.65/1/0/5|10.0.32.65/1/0/5/3
150.0.0.39/1/0/5|150.0.0.39/1/0/5/9
143.0.24.168/5/1/0|143.0.24.168/5/1/0/40
149.0.24.16/0/0/7|149.0.24.16/0/0/7/0
10.0.36.17/8/3/4|10.0.36.17/8/3/4/1
12.122.72.113/1/2/4|12.122.72.113/1/2/4/1
10.0.36.78/0/3/2|10.0.36.78/0/3/2/1
12.123.80.29/1/0/3|12.123.80.29/1/0/3/15
12.80.72.4/3/0/6|12.80.72.4/3/0/6/3
78.23.44.28/1/2/3|78.23.44.28/1/2/3/2
10.144.0.154/3/1/7|10.144.0.154/3/1/7/6000
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6009
149.0.3.196/0/0/0|149.0.3.196/0/0/0/138
143.0.24.44/1/1/0|143.0.24.44/1/1/0/9
148.0.15.164/GigabitEthernet0/1/0|148.0.15.164/GigabitEthernet0/1/0/1
88.33.55.4/1/0/0|88.33.55.4/1/0/0/3
143.0.68.228/0/3/0|143.0.68.228/0/3/0/23
143.0.68.227/8/0/5|143.0.68.227/8/0/5/22
150.0.0.168/5/1/3|150.0.0.168/5/1/3/6000
10.0.36.73/0/3/7|10.0.36.73/0/3/7/1
12.80.72.64/0/0/2|12.80.72.64/0/0/2/5
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6011
8.8.0.190/5/0/0|8.8.0.190/5/0/0/4
12.123.68.4/3/1/0|12.123.68.4/3/1/0/5
10.0.36.77/10/0/2|10.0.36.77/10/0/2/1
143.0.68.23/4/3/0|143.0.68.23/4/3/0/57
10.0.40.35/8/1/1|10.0.40.35/8/1/1/1
12.80.72.23/5/3/1|12.80.72.23/5/3/1/3
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6061
10.0.36.6/7/1/0|10.0.36.6/7/1/0/1
10.144.0.123/4/0/0|10.144.0.123/4/0/0/171
149.0.3.222/4/0/6|149.0.3.222/4/0/6/6004
12.80.72.33/1/3/7|12.80.72.33/1/3/7/43
143.0.68.119/1/3/0|143.0.68.119/1/3/0/6
10.0.36.7/9/2/0|10.0.36.7/9/2/0/1
12.122.72.115/4/3/0|12.122.72.115/4/3/0/5
10.144.0.65/7/2/0|10.144.0.65/7/2/0/97
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6031
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6038
150.0.0.56/0/1/0|150.0.0.56/0/1/0/2
12.80.72.110/2/0/2|12.80.72.110/2/0/2/5
150.0.0.196/0/0/0|150.0.0.196/0/0/0/3
10.144.0.62/11/2/0|10.144.0.62/11/2/0/1
10.0.40.6/9/3/4|10.0.40.6/9/3/4/1
143.0.68.74/1/0/1|143.0.68.74/1/0/1/6
12.123.80.27/1/3/8|12.123.80.27/1/3/8/79
10.144.0.123/3/0/2|10.144.0.123/3/0/2/6001
143.0.68.13/1/0/0|143.0.68.13/1/0/0/3
12.80.0.211/9/0/0|12.80.0.211/9/0/0/68
12.123.80.76/0/0/3|12.123.80.76/0/0/3/7
149.9.0.27/0/0/0|149.9.0.27/0/0/0/6012
10.0.36.6/3/0/0|10.0.36.6/3/0/0/1
10.144.0.62/9/1/6|10.144.0.62/9/1/6/6
10.0.36.74/1/0/4|10.0.36.74/1/0/4/1
10.0.8.124/4/2/5|10.0.8.124/4/2/5/0
12.123.80.166/1/0/0|12.123.80.166/1/0/0/1
149.4.64.2/0/0/5|149.4.64.2/0/0/5/1
10.0.40.4/6/0/0|10.0.40.4/6/0/0/3
12.123.80.142/0/0/5|12.123.80.142/0/0/5/23
10.0.40.4/3/1/1|10.0.40.4/3/1/1/4
143.0.68.68/0/0/5|143.0.68.68/0/0/5/21
143.0.68.189/5/0/0|143.0.68.189/5/0/0/3
10.0.40.7/0/1/4|10.0.40.7/0/1/4/2
143.0.68.22/5/0/0|143.0.68.22/5/0/0/26
72.44.12.29/3/2/0|72.44.12.29/3/2/0/1
150.0.0.212/0/1/0|150.0.0.212/0/1/0/44
10.0.8.124/4/3/1|10.0.8.124/4/3/1/1
12.80.0.210/3/2/0|12.80.0.210/3/2/0/13
10.0.40.4/9/2/1|10.0.40.4/9/2/1/1
10.0.40.4/3/0/9|10.0.40.4/3/0/9/19
149.0.3.204/0/1/0|149.0.3.204/0/1/0/9
10.0.8.122/1/1/1|10.0.8.122/1/1/1/12
12.122.72.129/1/2/2|12.122.72.129/1/2/2/2
72.44.12.28/0/0/1|72.44.12.28/0/0/1/1
12.123.80.29/1/0/5|12.123.80.29/1/0/5/36
10.0.36.72/2/1/2|10.0.36.72/2/1/2/1
10.0.40.4/0/0/4|10.0.40.4/0/0/4/3
12.123.68.3/3/0/1|12.123.68.3/3/0/1/0
143.0.24.92/1/0/0|143.0.24.92/1/0/0/4
149.8.0.128/0/0/0|149.8.0.128/0/0/0/5
10.0.36.73/0/2/8|10.0.36.73/0/2/8/0
10.0.36.78/0/2/4|10.0.36.78/0/2/4/3
78.23.44.28/1/1/3|78.23.44.28/1/1/3/2
143.0.68.68/0/0/7|143.0.68.68/0/0/7/23
10.0.38.72/0/0/4|10.0.38.72/0/0/4/20
12.82.0.53/2/0/2|12.82.0.53/2/0/2/146
10.0.40.42/1/2/0|10.0.40.42/1/2/0/0
10.0.36.7/8/2/3|10.0.36.7/8/2/3/1
12.122.72.112/2/0/4|12.122.72.112/2/0/4/1
10.144.0.154/1/2/4|10.144.0.154/1/2/4/6008
143.0.68.168/7/0/1|143.0.68.168/7/0/1/6004
10.0.38.60/1/0/0|10.0.38.60/1/0/0/3
10.0.36.78/1/0/1|10.0.36.78/1/0/1/3
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6105
10.0.36.75/5/0/5|10.0.36.75/5/0/5/1
10.0.40.7/3/1/1|10.0.40.7/3/1/1/1
10.0.36.72/2/1/3|10.0.36.72/2/1/3/1
150.0.0.149/1/0/0|150.0.0.149/1/0/0/3
150.0.0.167/1/1/1|150.0.0.167/1/1/1/49
150.0.0.153/1/0/2|150.0.0.153/1/0/2/6002
12.123.80.61/0/0/8|12.123.80.61/0/0/8/5
10.0.40.4/2/0/5|10.0.40.4/2/0/5/6
12.122.72.112/1/3/4|12.122.72.112/1/3/4/2
149.8.0.22/0/0/0|149.8.0.22/0/0/0/4
143.0.68.169/1/0/1|143.0.68.169/1/0/1/6004
10.0.36.5/0/3/8|10.0.36.5/0/3/8/4
150.0.0.215/1/0/5|150.0.0.215/1/0/5/44
10.0.36.21/2/3/1|10.0.36.21/2/3/1/3
10.0.36.72/2/0/5|10.0.36.72/2/0/5/2
12.122.72.115/4/2/2|12.122.72.115/4/2/2/2
149.0.3.136/0/0/5|149.0.3.136/0/0/5/12
12.80.0.209/2/2/0|12.80.0.209/2/2/0/5
143.1.140.2/3/0/0|143.1.140.2/3/0/0/5
10.0.36.75/5/0/5|10.0.36.75/5/0/5/3
12.123.80.220/0/0/2|12.123.80.220/0/0/2/4
143.0.24.150/5/0/0|143.0.24.150/5/0/0/2
149.4.64.12/3/0/0|149.4.64.12/3/0/0/4
150.0.0.214/1/0/5|150.0.0.214/1/0/5/52
12.123.80.214/3/0/1|12.123.80.214/3/0/1/6001
10.144.0.154/2/0/4|10.144.0.154/2/0/4/6000
143.0.68.112/1/0/1|143.0.68.112/1/0/1/7
12.123.80.85/0/1/2|12.123.80.85/0/1/2/37
10.0.40.7/3/1/1|10.0.40.7/3/1/1/5
148.0.131.253/1/0/0|148.0.131.253/1/0/0/4
10.144.0.65/3/2/0|10.144.0.65/3/2/0/6002
10.144.0.149/1/1/7|10.144.0.149/1/1/7/5
10.0.36.74/10/3/4|10.0.36.74/10/3/4/2
78.23.44.28/1/0/3|78.23.44.28/1/0/3/4
78.23.44.28/1/2/6|78.23.44.28/1/2/6/3
143.0.68.230/2/2/2|143.0.68.230/2/2/2/282
12.123.80.142/0/0/0|12.123.80.142/0/0/0/5
149.4.64.14/0/2/0|149.4.64.14/0/2/0/1
149.4.64.5/1/0/1|149.4.64.5/1/0/1/2
12.82.0.53/5/0/4|12.82.0.53/5/0/4/149
12.80.68.140/0/0/5|12.80.68.140/0/0/5/3
12.122.72.115/1/3/1|12.122.72.115/1/3/1/2
150.0.0.10/2/0/3|150.0.0.10/2/0/3/6007
10.144.0.137/0/0/0|10.144.0.137/0/0/0/678
10.0.36.72/9/2/0|10.0.36.72/9/2/0/1
143.0.68.46/0/0/0|143.0.68.46/0/0/0/6005
10.0.36.78/2/1/0|10.0.36.78/2/1/0/5
10.0.34.15/1/0/3|10.0.34.15/1/0/3/0
149.4.64.5/3/0/2|149.4.64.5/3/0/2/1
12.80.0.211/8/3/0|12.80.0.211/8/3/0/33
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6035
143.0.68.23/5/1/1|143.0.68.23/5/1/1/62
10.0.36.7/11/1/3|10.0.36.7/11/1/3/9
10.0.36.21/0/0/1|10.0.36.21/0/0/1/1
10.0.8.122/1/1/1|10.0.8.122/1/1/1/7
143.0.24.148/4/0/9|143.0.24.148/4/0/9/6012
12.123.80.112/1/0/1|12.123.80.112/1/0/1/3
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6002
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6013
143.0.24.102/0/2/8|143.0.24.102/0/2/8/69
143.1.140.2/5/3/0|143.1.140.2/5/3/0/1
10.0.36.78/7/0/4|10.0.36.78/7/0/4/1
12.123.80.212/0/0/7|12.123.80.212/0/0/7/6005
12.122.72.115/0/0/0|12.122.72.115/0/0/0/2
10.0.40.35/8/1/0|10.0.40.35/8/1/0/13
148.0.131.184/1/0/1|148.0.131.184/1/0/1/5
10.0.8.124/0/0/0|10.0.8.124/0/0/0/19
150.0.0.23/5/0/2|150.0.0.23/5/0/2/26
10.0.36.77/1/3/9|10.0.36.77/1/3/9/2
12.123.80.228/1/0/0|12.123.80.228/1/0/0/3
10.0.40.7/3/1/1|10.0.40.7/3/1/1/6
12.80.72.34/1/0/4|12.80.72.34/1/0/4/4
149.9.0.6/0/1/0|149.9.0.6/0/1/0/6010
12.123.80.197/1/1/6|12.123.80.197/1/1/6/10
149.9.0.49/5/0/0|149.9.0.49/5/0/0/2
143.0.24.144/2/2/0|143.0.24.144/2/2/0/72
149.8.0.20/0/0/3|149.8.0.20/0/0/3/19
149.0.3.196/0/2/0|149.0.3.196/0/2/0/105
10.0.36.3/1/1/4|10.0.36.3/1/1/4/1
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6037
10.0.36.77/1/3/3|10.0.36.77/1/3/3/5
143.0.68.247/4/2/4|143.0.68.247/4/2/4/175
10.0.8.122/10/0/0|10.0.8.122/10/0/0/1
8.8.0.167/2/0/4|8.8.0.167/2/0/4/5
10.144.0.149/1/1/7|10.144.0.149/1/1/7/7
10.0.36.78/4/0/4|10.0.36.78/4/0/4/0
12.82.78.30/2/1/0|12.82.78.30/2/1/0/6
10.0.36.77/2/2/1|10.0.36.77/2/2/1/1
143.0.68.133/0/3/0|143.0.68.133/0/3/0/5
78.23.44.28/1/2/8|78.23.44.28/1/2/8/3
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6027
149.0.3.250/5/0/0|149.0.3.250/5/0/0/3
10.0.36.75/4/3/6|10.0.36.75/4/3/6/4
12.82.0.55/5/1/0|12.82.0.55/5/1/0/21
10.0.36.72/0/1/9|10.0.36.72/0/1/9/1
143.0.24.251/0/1/1|143.0.24.251/0/1/1/7
143.0.68.230/2/2/3|143.0.68.230/2/2/3/137
12.82.0.53/3/0/9|12.82.0.53/3/0/9/107
143.0.68.242/4/0/8|143.0.68.242/4/0/8/211
143.0.68.62/1/0/8|143.0.68.62/1/0/8/12
143.0.68.244/7/0/0|143.0.68.244/7/0/0/6018
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6017
143.0.68.168/2/0/4|143.0.68.168/2/0/4/6001
143.0.68.242/4/0/6|143.0.68.242/4/0/6/6001
149.4.64.5/1/2/6|149.4.64.5/1/2/6/2
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6058
8.8.0.170/1/0/0|8.8.0.170/1/0/0/2
10.0.40.4/0/0/0|10.0.40.4/0/0/0/3
149.9.0.20/1/0/1|149.9.0.20/1/0/1/7
143.0.68.249/0/0/2|143.0.68.249/0/0/2/16
143.0.68.208/0/1/3|143.0.68.208/0/1/3/42
143.0.68.208/0/1/3|143.0.68.208/0/1/3/21
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6052
149.8.0.22/0/0/0|149.8.0.22/0/0/0/3
149.0.3.222/5/0/3|149.0.3.222/5/0/3/16
10.144.0.61/10/0/2|10.144.0.61/10/0/2/9
12.123.80.197/0/0/1|12.123.80.197/0/0/1/6001
149.0.3.223/5/2/3|149.0.3.223/5/2/3/31
10.0.36.72/9/0/8|10.0.36.72/9/0/8/2
149.4.64.5/0/1/1|149.4.64.5/0/1/1/3
12.80.72.65/0/0/1|12.80.72.65/0/0/1/3
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6024
10.0.40.4/3/2/1|10.0.40.4/3/2/1/8
143.0.68.244/0/0/0|143.0.68.244/0/0/0/6015
10.0.40.33/1/0/0|10.0.40.33/1/0/0/4
10.0.38.51/1/0/0|10.0.38.51/1/0/0/4
143.0.68.230/10/0/5|143.0.68.230/10/0/5/29
149.0.3.223/5/0/2|149.0.3.223/5/0/2/17
12.80.0.207/2/0/4|12.80.0.207/2/0/4/106
12.123.68.1/2/3/0|12.123.68.1/2/3/0/11
12.80.0.212/2/1/0|12.80.0.212/2/1/0/22
149.2.0.1/0/0/6|149.2.0.1/0/0/6/1
10.0.40.4/3/1/1|10.0.40.4/3/1/1/6
12.122.72.112/1/2/0|12.122.72.112/1/2/0/1
12.80.72.34/0/3/3|12.80.72.34/0/3/3/37
149.0.3.131/0/0/0|149.0.3.131/0/0/0/3
72.44.12.28/0/0/8|72.44.12.28/0/0/8/1
149.0.3.196/5/1/0|149.0.3.196/5/1/0/6000
10.0.8.124/0/0/0|10.0.8.124/0/0/0/11
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6010
143.0.24.149/3/0/0|143.0.24.149/3/0/0/7
143.1.140.2/3/0/0|143.1.140.2/3/0/0/6
12.122.72.113/0/2/0|12.122.72.113/0/2/0/0
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6002
143.0.24.168/3/0/5|143.0.24.168/3/0/5/143
12.122.72.115/4/0/8|12.122.72.115/4/0/8/2
143.0.68.195/4/0/0|143.0.68.195/4/0/0/8
10.0.36.78/7/1/3|10.0.36.78/7/1/3/1
